time,eggs,larvae,pupae,host.seeking.adults,resting.adults,ovipositn.adults,total.adults,temperature,rainfall
1,100,100,100,30,30,40,100,6.4314,41.0054
2,115.88807991066338,50.592149542192075,75.11594142725642,5.4030384891337455,29.260457712086673,42.39415944376583,77.05765564498626,6.3315430138691795,39.77839444296473
3,126.23451130729202,37.328690604955696,56.11339380065967,2.4000693881501958,17.164089455434315,39.51808652697946,59.08224537056397,6.268808549382314,38.96122710180016
4,127.81300074553398,32.31381831022443,42.033035350229106,1.6354581072173189,10.031077177116025,33.418654979288256,45.0851902636216,6.20923452321458,38.14625093917398
5,121.73005227015828,29.808639796452635,31.69268079892406,1.2084084778286068,6.203902039607779,26.859069980353848,34.27138049779023,6.152838603935308,37.33478956198357
6,110.69680591196476,27.961795384048706,24.11118926059041,0.9069624922626228,4.06896920424647,20.999828507264432,25.975760203773525,6.099637502867552,36.528160678540615
7,97.25461365696825,26.16288896267183,18.537602538650123,0.6867274895653459,2.801410538144591,16.16192941892835,19.650067446638285,6.049646984632318,35.727674149680496
8,83.25875303082981,24.266923705025402,14.416790954941188,0.5248204367937809,2.0020058147645448,12.323554485032574,14.8503807365909,6.002881862562731,34.93462986280883
9,69.88034504931434,22.29254594563883,11.34584187128129,0.4051739457754765,1.4717713452297203,9.345984663850924,11.22292995485612,5.959355994112876,34.15031561860252
10,57.75992534545873,20.301010005434723,9.03514409168929,0.31613357602258557,1.106017336287357,7.067423341139421,8.489574253449364,5.919082276945339,33.37600504201481
11,47.173145467266494,18.35184490705117,7.277446543840364,0.24929140562648086,0.8461001263916065,5.338727108422611,6.4341186404406985,5.882072645039365,32.612955513514294
12,38.16561570224857,16.490021118425187,5.924589533921286,0.1986134435864265,0.6570965243773031,4.034423595275414,4.890133563239144,5.84833806514699,31.862406126803137
13,30.65038104363095,14.744882566813716,4.870514967054383,0.15977735840526924,0.5170764959043701,3.053687980629857,3.7305418349394963,5.817888533550104,31.125575677074835
14,24.473462442886827,13.132771954793231,4.039061538691398,0.1296837737448195,0.41167967453154136,2.317615778776865,2.858979227053226,5.790733072913383,30.403660676843003
15,19.455384083195682,11.660294064624143,3.375280844169862,0.1061045102015811,0.3312040954002273,1.7654864917177313,2.2027950973195396,5.766879730315964,29.69783343074664
16,15.415929180477209,10.327213884511592,2.8392780768449377,0.08742936595639215,0.2689431403395244,1.3511016161965173,1.707474122492434,5.746335573708265,29.00924010242045
17,12.187647017197232,9.1287438050121,2.401867176664548,0.07248677212595545,0.22018155284790916,1.039599616736786,1.3322679417106507,5.729106691006152,28.338998885368483
18,9.62221998650737,8.057254859917572,2.04150047946405,0.06041898900123017,0.1815555783738761,0.8048325416163409,1.0468071089914472,5.715198187580484,27.688198167383575
19,7.5924593287704925,7.103514009453108,1.7421034010551035,0.05059094513518076,0.1506379776983562,0.6272757795283046,0.8285047023618416,5.704614184943878,27.057894769861946
20,5.991804193877563,6.2575542890249345,1.4915444606091812,0.0425265036916489,0.12565799874667116,0.49239742423311605,0.6605819266714361,5.697357819433776,26.449112227128694
21,4.732510747850609,5.509271275933772,1.280552701616443,0.03586735052133995,0.10530514892585287,0.38940549231924637,0.5305779917664392,5.693431240081651,25.86283908195469
22,3.743296466055943,4.848816223106866,1.1019520261281524,0.03033972955289511,0.08859912338517142,0.3102971527647195,0.429236005702786,5.6928356114959655,25.300027400271574
23,2.966858881943523,4.266846376232708,0.9501137273902887,0.02572908011547964,0.07480128452027036,0.24913825277526666,0.3496686174110167,5.69557110937231,24.761591489225452
24,2.357494568414759,3.7546677209588624,0.8205638830820894,0.021868565915862438,0.06334346888667361,0.2015248509811169,0.2867368857836529,5.701636924538519,24.248404332752443
25,1.8790260281050148,3.304308984306355,0.7097060503549198,0.018625846696979653,0.05378533006907512,0.1641876211094458,0.23659879787550056,5.711031257946075,23.761301083023568
26,1.5029344861325664,2.9085411019207217,0.6146132340416207,0.015895106453385273,0.045780515164598544,0.13469002581301884,0.19636564743100265,5.723751325418135,23.301071634844334
27,1.2068502901858718,2.5608658802241027,0.5328808397395441,0.013589358693694617,0.03905592447665163,0.1112119460491499,0.16385722921949614,5.7397933630954014,22.868463814827123
28,0.9732679363362451,2.2554809049754763,0.4625148882780644,0.011639404742806626,0.03339013499116922,0.09238762354172161,0.13741716327569747,5.759152610687607,22.464179826273494
29,0.7885299043314127,1.9872341017016522,0.4018499320056371,0.00998733706935825,0.02860529140124641,0.07718728480964769,0.11577991328025235,5.781823330983229,22.08887653410875
30,0.6419904737527948,1.751569059053903,0.349485422278694,0.00858546844263512,0.024555966436791952,0.0648297503665989,0.09797118524602597,5.807798817184192,21.743162350283797
31,0.525369653660231,1.5444721098204723,0.30423828157549715,0.007394193043330137,0.021122767331779594,0.054719413570906796,0.08323637394601652,5.837071357244582,21.427600151935962
32,0.4322199054058977,1.3624148661865982,0.2651039047709987,0.006380545730707768,0.018206877464131962,0.046398255443557794,0.07098567863839753,5.869632284306363,21.14270135376148
33,0.35752829506911776,1.2023033017377283,0.23122701957716296,0.005516869036239343,0.015726418548661424,0.039512144744863066,0.06075543232976383,5.9054719592444656,20.888929394812635
34,0.2973822058763794,1.061426495102131,0.20187649692450207,0.004779744594605687,0.013613315664472233,0.03378414345349366,0.052177203712571583,5.944579741030282,20.66669530458455
35,0.24873888558981194,0.9374131805489158,0.17642713264587134,0.0041500458009645245,0.011810057187586013,0.02899753039821415,0.04495763338676469,5.986944057251748,20.476360767158894
36,0.20921938398620848,0.8281898617755991,0.1543425902985592,0.0036112175980505005,0.010268973901721776,0.024980338219358526,0.0388605297191308,6.03255234873231,20.31823457718224
37,0.17696391595139155,0.7319442996179326,0.13516246814698524,0.0031495453733714797,0.008949739840365874,0.02159566066316727,0.03369494587690462,6.081391103670882,20.192573657715002
38,0.15051217909945083,0.647092480772696,0.11849087622885708,0.0027531492993360667,0.00781880688635865,0.018733314687173833,0.02930527087286855,6.133445846640257,20.09958189247459
39,0.128717280234388,0.5722498453731499,0.10398733722046741,0.0024124266129386803,0.006847375536324282,0.01630452927683109,0.02556433142609405,6.18870115493749,20.039410397127767
40,0.11067415878720216,0.5062056943231086,0.09135867557316385,0.002118907819023209,0.006011616208194711,0.014236964539016865,0.022367488566234786,6.2471406548835375,20.01215687497256
41,0.09566637452353055,0.44790087081581165,0.08035232305374848,0.0018655719953139726,0.005291222659803222,0.012471497289820872,0.019628291944938068,6.308747028830197,20.017865540417915
42,0.08312561946042883,0.39640831331320914,0.07075065232947719,0.0016465506378098703,0.004668955564769911,0.010959616394106846,0.017275122596686628,6.373502022034359,20.05652714447797
43,0.07259887239223484,0.35091598011909053,0.06236601509781026,0.0014567576896533424,0.004130392674446406,0.00966123012721773,0.015248380491317479,6.441386446317466,20.12807891618968
44,0.06372332545196623,0.31071203006427667,0.055036531663680714,0.0012918984989777791,0.0036633068931106044,0.008543084296098017,0.0134982896881864,6.512380185835923,20.232404657949473
45,0.0562075040786514,0.2751719347404961,0.048622527717197,0.0011484040116442175,0.003257252494370916,0.007577534567298521,0.011983191073313654,6.586462203455369,20.369334950690472
46,0.049816527626362836,0.24374741094256588,0.043003466573784344,0.001023221124898865,0.002903416866406284,0.006741512913910961,0.01066815090521611,6.663610547276335,20.538647440692102
47,0.044360136855066054,0.2159567071061993,0.038075282032776235,9.137542596141172e-4,0.0025943336312375157,0.006015703706467658,0.009523791597319291,6.743802356870333,20.74006720527086
48,0.0396833305749436,0.19137605855107714,0.03374806162606577,8.177577244425797e-4,0.0023237169086180753,0.005383860229239038,0.008525334862299692,6.827013869385496,20.973267151583286
49,0.035659376218982845,0.1696323951531862,0.029944102485237732,7.333791266489241e-4,0.002086152059816508,0.004832320951890231,0.007651852138355663,6.913220427224076,21.237868578785083
50,0.03218436435117334,0.1503970671256906,0.026596238546545203,6.590357190670181e-4,0.001877047609400292,0.004349563648864282,0.006885646977331591,7.0023964855998315,21.533441810149498
51,0.029172749189322673,0.13338034900881535,0.023646384351633173,5.933606230906312e-4,0.0016925243320088383,0.003925845816201387,0.006211730771300856,7.094515619941035,21.859506887216185
52,0.026553716827321935,0.11832659481301219,0.021044265412393463,5.351909636218637e-4,0.0015292747611117857,0.0035529131558355532,0.005617378880569203,7.189550533316037,22.21553431786765
53,0.02426841055064601,0.10501006350773232,0.01874634031986081,4.835465685834046e-4,0.0013844630314869492,0.003223762317989758,0.005091771918060112,7.287473064943526,22.60094597476086
54,0.022267716807688798,0.09323125945620298,0.016714864136902582,4.375891609304896e-4,0.0012556698413292652,0.0029324371861705572,0.004625696188430312,7.388254198042205,23.015115978327685
55,0.020510538349741727,0.0828137891767419,0.014917093432870189,3.965960904456053e-4,0.0011408362669865246,0.002673865170852308,0.004211297528284438,7.491864068926077,23.45737176207922
56,0.01896237788020248,0.07360161046966861,0.01332459821924828,3.5994773705202185e-4,0.0010382025581751552,0.0024437213588602118,0.0038418716540873886,7.598271975842124,23.92699516701282
57,0.017594167480354105,0.06545661026933315,0.01191266435787883,3.271162511193118e-4,9.462565072454206e-4,0.0022383129248668755,0.003511685683231608,7.707446387909727,24.423223593493958
58,0.016381323946417902,0.05825648119598984,0.010659778440448799,2.976492412023284e-4,8.636990630168974e-4,0.002054480624075582,0.0032158289282948078,7.819354954388814,24.94525123102767
59,0.015302998490480165,0.05189286999900748,0.009547187086595375,2.71155395439264e-4,7.894164424893614e-4,0.0018895171723836027,0.002950089010312228,7.9339645143168696,25.492230370548214
60,0.014341471912077543,0.046269760189021146,0.008558519432430873,2.4729604935501664e-4,7.22451456834258e-4,0.0017411000029348854,0.00271084750912416,8.051241106394684,26.06327278704157
61,0.01348165187268483,0.04130205086703979,0.007679461979468628,2.2577910784511146e-4,6.619774316441808e-4,0.0016072342859952489,0.0024949908254845413,8.171149979051904,26.657451182648856
62,0.012710651470362513,0.036914304057298716,0.00689747826459014,2.0635188639038973e-4,6.072786655838678e-4,0.001486203765100118,0.0022998343170743756,8.293655600713976,27.27380068979187
63,0.012017442467762084,0.0330396416498176,0.006201568170702535,1.8879408476979315e-4,5.577353094645178e-4,0.0013765290411350255,0.0021230584353693367,8.418721670319599,27.91132043650964
64,0.011392573685572976,0.02961877510467475,0.005582061962917492,1.7291284834634e-4,5.128092833904384e-4,0.0012769328232819846,0.001962654955018763,8.546311128085904,28.568975172473984
65,0.010827938239293844,0.026599150499980462,0.005030443894387298,1.585393048317586e-4,4.7203126199673413e-4,0.0011863106438774894,0.0018168812107059822,8.676386166500777,29.245696951156788
