time,eggs,larvae,pupae,host.seeking.adults,resting.adults,ovipositn.adults,total.adults,temperature,rainfall
1,100,100,100,30,30,40,100,6.4314,41.0054
2,1292.1941608813293,153.62105498182365,86.84702543623924,12.155149793657442,43.20525369963717,49.02691366044873,104.38731715374334,20.712207875012886,56.23394300954471
3,2390.395714570988,237.95414071157305,80.2738661574499,9.999030040196818,40.261064539672354,56.804296465234934,107.06439104510412,20.717360453684666,55.8137755422197
4,3344.4306628323056,289.846535178628,78.00645325945722,9.895086854759178,37.53256321721856,61.483077698999274,108.91072777097702,20.72226092185933,55.4436897053242
5,4128.224300224732,325.37971930900676,78.14631519947773,10.062882218547687,36.13684055968769,64.23841062410179,110.43813340233717,20.726907827383798,55.123998960184565
6,4752.40164959686,350.770364813591,79.64658322533076,10.276948454793818,35.656884217308836,65.99266033249918,111.92649300460184,20.731299777176318,54.8549772784167
7,5243.404093725631,369.3516980826228,81.86872987479583,10.509414066810557,35.72981605405149,67.28170996164329,113.52094008250533,20.735435494250154,54.636847658454826
8,5630.62207498893,383.2942398085645,84.4202647668823,10.754587606881902,36.13460693218124,68.39747161711794,115.28666615618108,20.739313736733692,54.46979809938267
9,5940.628389291024,394.08973315203895,87.06640708854043,11.008836119240655,36.74123502673595,69.49264712082423,117.24271826680084,20.742933417426258,54.35395782208553
10,6195.234463744126,402.779259079163,89.67417697732834,11.26919958350909,37.471963344139276,70.64198302113152,119.38314594877988,20.74629336751991,54.28944399047492
11,6411.306754655636,410.08987770862046,92.17575100513713,11.533571164354642,38.279508920619136,71.87696958530894,121.69004967028272,20.749392478571167,54.276333322355526
12,6601.30798188095,416.5251304009837,94.54395740763077,11.800705492001542,39.13499855255204,73.20579914874301,124.14150319329659,20.752230388727355,54.314527614024655
13,6774.1599944983755,422.42940455044544,96.77586349363719,12.07006796879392,40.020946418400854,74.62491828244097,126.71593266963575,20.754805620078542,54.40411975898394
14,6936.004138733118,428.03323057846205,98.8821765639639,12.34165719154297,40.92724398245438,76.12562786644662,129.39452904044396,20.75711752890453,54.545010110401904
15,7090.914561396042,433.48689898200394,100.88026163721112,12.61583508392436,41.84856649009336,77.69787481199592,132.16227638601364,20.759165835159763,54.73700010656853
16,7241.507377979648,438.8849986698267,102.78993121151234,12.893192599737311,42.782666548904004,79.33220279369965,135.00806194234096,20.76094911765722,54.9800861594839
17,7389.362533674229,444.2854271590734,104.6308025870659,13.174450112354185,43.7293193457231,81.02078990237379,137.92455936045107,20.76246732422294,55.27396793919115
18,7535.389787314767,449.7206905374832,106.42095050956897,13.46038507745391,44.689538752205294,82.75776474341573,140.90768857307495,20.76372005688512,55.618386633228624
19,7680.074762997811,455.20815532135913,108.17620445477225,13.751781088342137,45.665070849684675,84.53921653892542,143.95606847695223,20.764708289768805,56.01279810230915
20,7823.659631173102,460.7556862910251,109.91014136496949,14.049405702754076,46.65807827361218,86.3629766031052,147.07046057947144,20.76543007792162,56.45717946353989
21,7966.261852927521,466.3662194967246,111.6341239903576,14.35398978341709,47.67091361215898,88.22836984193599,150.25327323751205,20.76588398739932,56.95138771910729
22,8107.9512234727235,472.0399505026538,113.35733573597884,14.666209097993276,48.70595463389099,90.13599655573898,153.50816028762324,20.766070333312882,57.49490322912766
23,8248.80440566128,477.7763634395974,115.08717859277108,14.986680926353678,49.765506010896836,92.08738733655332,156.83957427380383,20.76598878106165,58.087313875708105
24,8388.924453079722,483.5748147961692,116.82931137271815,15.315935513765984,50.85164575002555,94.08464325439054,160.25222451818206,20.765651230832646,58.72596882580865
25,8528.46409102776,489.43526962234813,118.5886134211535,15.654482236634113,51.966444036236595,96.13047191488046,163.75139818775116,20.765038778968403,59.413781132117265
26,8667.62093862193,495.3583001895572,120.36868580265151,16.002745468427097,53.111700035334486,98.22781816349585,167.34226366725744,20.76416085122537,60.14848644770382
27,8806.636436199324,501.3450244157241,122.17232612184867,16.361086442693395,54.289013367240614,100.37976058896254,171.02986039889655,20.763017443538274,60.929518031262205
28,8945.78982771401,507.39699158191536,124.0016752992223,16.729802801822384,55.4997763887134,102.58939769423169,174.8189768847675,20.76160844436413,61.756300918905026
29,9085.39097635162,513.5160060845619,125.85831906107029,17.109127114221405,56.745167070716334,104.85975816673589,178.71405235167362,20.759934178570006,62.62816257701934
30,9225.775067370461,519.7040805829944,127.74332283447559,17.499220188899752,58.026119652927136,107.19371136650486,182.71905120833173,20.75799515347626,63.54430420682593
31,9367.287439880709,525.9630054644616,129.65741021927454,17.90017904423888,59.34335193650779,109.59389195779798,186.83742293854465,20.75579198810385,64.50396795527035
32,9510.276672285438,532.2941915657119,131.60098713978502,18.312033079436635,60.69735884188389,112.06265709844124,191.07204901976178,20.753325341717982,65.50635572392662
33,9655.09035921949,538.698591885762,133.5741406479636,18.734740294363547,62.08840035157818,114.60205741874802,195.42519806468974,20.750595931478188,66.5506221327255
34,9802.069224505318,545.1765908157995,135.57665616998864,19.168185157547953,63.51649303813846,117.21379963929526,199.8984778349817,20.747604558675675,67.63587870269453
35,9951.541499854759,551.7278701909413,137.608038146808,19.612176685165288,64.98140493520566,119.89921302143829,204.4927946418092,20.74435211001412,68.76120322708948
36,10103.818455640692,558.3513476971038,139.66752060394413,20.06644687341717,66.48264960794775,122.65922216073115,209.20831864209606,20.740839551879503,69.92564206349243
37,10259.190980553385,565.0450292487599,141.75407002633662,20.530648251415855,68.01947970892121,125.49432370108617,214.04445166142324,20.737067926477607,71.12820959877945
38,10417.926947704795,571.8061674084532,143.86638270454463,21.00435195257767,69.59087935049914,128.4045654095303,218.99979671260712,20.73303835134857,72.36788777623451
39,10580.269130568982,578.63098974014,146.00288306953337,21.487045634775004,71.19555718006254,131.38952619380444,224.07212900864198,20.72875202008231,73.643626667454555
40,10746.43346092503,585.5143785791561,148.16172225324178,21.978132093238536,72.83193957876233,134.44829694548278,229.25836861748365,20.724210202588097,74.9543456133456
41,10916.607640507997,592.4511880030877,150.3407733019657,22.476927930133847,74.49816511965955,137.5794622324066,234.5545552822,20.719414244730956,76.29893436507973
42,11090.950220595736,599.4347396129407,152.53763790750017,22.98266287835268,76.19208002555956,140.7810839600796,239.95582686399183,20.714365567740742,77.67625406633078
