time,eggs,larvae,pupae,host.seeking.adults,resting.adults,ovipositn.adults,total.adults,temperature,rainfall
1,100,100,100,30,30,40,100,6.4314,41.0054
2,1613.131266714081,72.14680588943484,92.73660940138406,8.03145997611835,38.65134717438808,47.363199845014705,94.04600699552114,21.599292672758544,5.37501354012128
3,3205.369515515341,98.04144515938017,86.1249180661586,5.674520391352079,31.255418872547274,51.45460214424289,88.38454140814224,21.63207895987092,5.248916507777487
4,4722.496288475012,126.88570075198751,80.26875516641219,5.4399445374253155,25.88692889369755,51.6742302726046,83.00110370372747,21.66379422276541,5.144048569500001
5,6073.3996467888055,148.07290081456034,75.06275187952498,5.282299636500757,22.642481726477754,49.9827146159126,77.9074959788911,21.694429063326325,5.060440801352662
6,7229.159200490781,163.53846282030963,70.39795120125201,5.055629950403915,20.525431130448975,47.52589893249853,73.10696001335143,21.723974403794003,4.998117978031402
7,8190.901713838001,175.30254386036728,66.19455122307284,4.795498597784209,18.962808660331827,44.83732633239653,68.59563359051256,21.75242148923701,4.957098567313722
8,8971.775223590066,184.5189208711647,62.39281638393953,4.530106292114532,17.68568450823207,42.14989817760511,64.36568897795172,21.77976189018736,4.937394723804289
9,9588.77004379668,191.90027883883207,58.94612598585489,4.272900698226122,16.573074209086148,39.56121767613724,60.40719258344951,21.80598750508014,4.939012286449611
10,10059.290756646531,197.922600983927,55.81712275745278,4.029392360236098,15.570272945312007,37.109453360866965,56.70911866641507,21.831090562682164,4.961950776139673
11,10399.832730884224,202.91675241124298,52.97531614584412,3.8014651796619003,14.651617477970268,34.806844244772456,53.25992690240463,21.85506362239539,5.00620339143957
12,10625.558108002238,207.11726187587468,50.39544402293831,3.5894320131280106,13.80411704356239,32.65436741372502,50.047916470415416,21.87789958451441,5.071757025186528
13,10750.2380174551,210.6916754885118,48.05630073906677,3.3929503582004874,13.020358336983271,30.648149945836906,47.061458641020664,21.899591680407923,5.158592250799941
14,10786.337343024024,213.7593481349728,45.939855566191106,3.2114243540455734,12.295429544460246,28.782304620735275,44.2891585192411,21.920133482097924,5.266683336933255
15,10745.143832765414,216.40434123113974,44.0305741091809,3.044179002827661,11.625598206816061,27.050193780206957,41.71997098985068,21.939518902904297,5.395998256142988
16,10636.901658601357,218.6846344608021,42.314883146306386,2.890535497193634,11.007742554551335,25.445007034602767,39.343285086347734,21.957742197724485,5.546498683878227
17,10470.93469918687,220.63894887947743,40.78073972801641,2.749843394282776,10.439106823373757,23.96003446635963,37.14898468401616,21.97479796652101,5.718140020451415
18,10255.753960122182,222.2919797262636,39.41728029719937,2.621493804137603,9.917195448045014,22.5888016063168,35.127490858499414,21.99068115469362,5.910871392165774
19,9999.14897131074,223.6584767841313,38.21453224376022,2.504924038555643,9.439725827933318,21.325139031900466,33.26978889838943,22.005387056609493,6.124635695119849
20,9708.266241951618,224.74653353859242,37.16317344242048,2.399618066203555,9.004604572607537,20.16321691744438,31.567439556255472,22.018910831487744,6.359378138652147
21,9389.66815614601,225.560387890719,36.2543431201292,2.3051051259691038,8.609914544001166,19.097566029544993,30.012585699515263,22.03124841013556,6.61503028898187
22,9049.377814089741,226.10184389941313,35.479494194783676,2.2209579833119246,8.253905542196712,18.123089329330906,28.59795285483954,22.04239687917476,6.891502968255992
23,8692.923995303287,226.37272096933464,34.83026604443157,2.1467889994172724,7.9349828597849,17.235057666496118,27.31682952569829,22.05235338317965,7.188706575335544
